Unnamed: 0.1,Unnamed: 0,date,T1,P2,F3,P4,F5,T6,F7,F8,F9,D10,T11,F12,T13,F14,T15,F16,T17,T18,F19,T20,P21,P22,P23,T24,F25,F26,F27,F28,F29,F30,F31,F32,T33,F34,F35,F36,T37,T38,T39,T40,F41,T42,L43,P44,F45,F46,T47,T48,T49,P50,P51,P52,F53,F54,T55,F56,F57,T58,F59,F60,T61,F62,F63,F64,F65,T66,P67,F68,F69,W70,T71
10,10,2023-01-01 01:40:00,130.45213317871094,3.546168088912964,70.08727264404297,3.859354734420776,108.32571411132812,234.338607788086,216.38674926757807,212.8420562744141,193.9501953125,307,57.211551666259766,340.5390319824219,88.78119659423828,223.29327392578125,136.42604064941406,44.98681640625,209.6621551513672,158.2528839111328,48.166934967041016,113.82308959960938,1.1019448041915894,1.1004279851913452,1.0969901084899902,139.3036651611328,23.19734001159668,-9.31416130065918,220.4856719970703,380.7486877441406,7.304543972015381,99.39115142822266,504.4588623046875,79.2997817993164,335.9263000488281,59.97041320800781,140.128173828125,140.25660705566406,67.72846221923828,177.8007354736328,213.3278350830078,180.7785797119141,19.04790496826172,275.8631286621094,59.72077178955078,0.9392592310905457,16.46462631225586,102.85386657714844,195.8085327148437,354.7924499511719,135.96763610839844,0.9571108222007751,42.70389175415039,-0.0005167494527995,80.25382995605469,19.61066055297852,384.3134765625,20.137590408325195,23.63593292236328,65.49124145507812,198.1778259277344,173.0371856689453,193.5051422119141,102.08114624023438,89.12541198730469,107.8036117553711,789.8883666992188,254.82794189453125,1.0966994762420654,29.08186912536621,71.30511474609375,77.74015808105469,306.0634155273437
11,11,2023-01-01 01:50:00,130.5070037841797,3.543322801589966,69.62265014648438,3.851996660232544,112.60887908935548,234.2734832763672,216.1083068847656,213.53936767578125,193.6865692138672,307,57.30945587158203,341.0481872558594,88.75035858154297,223.30291748046875,136.5024871826172,45.00706481933594,209.6621551513672,158.17291259765625,48.06517791748047,114.07564544677734,1.0994713306427002,1.098874807357788,1.0969901084899902,139.3754425048828,23.09343719482422,-9.28611183166504,219.47938537597656,380.3826904296875,7.307077407836914,99.08596801757812,502.133544921875,79.15991973876953,335.94952392578125,60.001564025878906,138.69961547851562,140.28759765625,67.45209503173828,178.5659942626953,213.4339141845703,180.6428375244141,19.066768646240234,275.9559936523437,59.613059997558594,0.9391434192657472,16.389238357543945,102.86227416992188,195.81246948242188,354.5746765136719,135.78082275390625,0.9571604132652284,42.72313690185547,-0.0005169148789718,80.17003631591797,19.65664291381836,384.3134765625,20.94368553161621,24.69122314453125,65.24874114990234,198.0761260986328,173.9676055908203,193.449447631836,102.1202621459961,88.71467590332031,108.60552978515624,789.6719970703125,255.1217498779297,1.0974910259246826,28.70283889770508,71.09378051757812,77.80990600585938,305.8847351074219
12,12,2023-01-01 02:00:00,130.49673461914062,3.537716150283813,69.68820190429688,3.8441414833068848,106.11663818359376,234.2152709960937,215.62374877929688,214.0452880859375,193.4171295166016,307,57.4073600769043,341.0323791503906,88.7387466430664,223.5039978027344,136.5897979736328,44.98838806152344,209.6621551513672,158.10092163085938,47.99469375610352,114.32820892333984,1.099474549293518,1.0991742610931396,1.0969901084899902,139.44720458984375,23.06355857849121,-9.316808700561523,218.8374481201172,379.2727966308594,7.311300754547119,98.772705078125,501.93267822265625,79.08719635009766,335.9712829589844,59.99887466430664,137.2710723876953,139.11837768554688,67.1705551147461,178.38841247558594,213.5399780273437,180.5235290527344,19.08392906188965,276.0488586425781,59.68706893920898,0.9390254616737366,16.35980987548828,102.88855743408205,195.80767822265625,354.68658447265625,135.69737243652344,0.9572100639343262,42.56642532348633,-0.0005170802469365,80.36636352539062,19.723642349243164,384.3134765625,20.93522834777832,23.968549728393555,65.00623321533203,198.59312438964844,173.87750244140625,193.3937530517578,102.14006042480467,91.294921875,106.35350036621094,789.8714599609375,255.3927459716797,1.0982825756072998,28.594039916992188,71.34113311767578,77.85285949707031,305.87164306640625
13,13,2023-01-01 02:10:00,130.32688903808594,3.532109260559082,70.17327880859375,3.836665391921997,105.3346710205078,234.15704345703125,215.13919067382807,214.45477294921875,193.147689819336,307,57.50206756591797,341.12408447265625,88.72714233398438,224.2929534912109,136.6771240234375,44.988731384277344,209.6780242919922,158.0327911376953,48.31414794921875,114.05921173095705,1.100071668624878,1.0994735956192017,1.0990008115768433,139.43194580078125,23.12514877319336,-9.334206581115724,218.5124053955078,379.2343444824219,7.310078620910644,98.80966186523438,500.4071960449219,79.20703887939453,335.9363708496094,59.99619674682617,138.62948608398438,139.0935821533203,66.8890151977539,178.5431671142578,213.654296875,180.5894317626953,19.0895938873291,276.1354064941406,59.77440643310547,0.9388766288757324,16.394746780395508,102.823974609375,195.80288696289065,354.2220153808594,135.81312561035156,0.9569875001907348,42.43663787841797,-0.0005171248922124,81.06815338134766,19.70535659790039,384.3560180664063,20.852195739746094,23.931808471679688,64.89210510253906,197.4994354248047,172.73187255859375,193.36587524414065,102.1031265258789,87.2892837524414,107.78548431396484,790.1442260742188,255.41261291503903,1.0995243787765503,29.19173812866211,72.7315444946289,77.53977966308594,305.85858154296875
14,14,2023-01-01 02:20:00,130.15704345703125,3.5328543186187744,70.0792465209961,3.8402211666107178,108.32571411132812,234.16531372070312,214.6546325683593,214.86427307128903,192.8824615478516,307,57.58674621582031,341.1134338378906,88.98957061767578,223.6157684326172,136.67930603027344,45.004127502441406,209.80503845214844,157.96466064453125,47.78704071044922,113.77002716064452,1.1006687879562378,1.09993314743042,1.1015733480453491,139.40231323242188,23.40898704528809,-9.334206581115724,220.3238677978516,379.6277770996094,7.308126926422119,98.9076919555664,502.6846923828125,79.28546142578125,335.90142822265625,59.99354553222656,140.453125,139.4629364013672,66.98027038574219,178.69790649414062,213.7706756591797,180.6553497314453,19.09207534790039,276.20526123046875,59.70793914794922,0.9387277364730836,16.437482833862305,102.77244567871094,195.83204650878903,354.38189697265625,135.92889404296875,0.9566236138343812,42.50796508789063,-0.0005169595242477,81.24432373046875,19.68807029724121,384.5465393066406,20.39605140686035,23.927396774291992,64.86360168457031,197.692626953125,172.76686096191406,193.34165954589844,102.05033111572266,88.57447814941406,107.18877410888672,790.4170532226562,255.43247985839844,1.1019059419631958,29.89580535888672,73.96411895751953,77.24547576904297,305.95196533203125
15,15,2023-01-01 02:30:00,130.0559539794922,3.5358312129974365,69.68453979492188,3.84377694129944,109.39826965332033,234.2926483154297,215.18264770507807,215.2737579345703,192.74624633789065,307,57.671424865722656,340.8294982910156,89.26901245117188,223.70278930664065,136.66342163085938,44.97558975219727,209.9320526123047,158.1183319091797,48.21937942504883,113.67060089111328,1.101766586303711,1.100972056388855,1.1041460037231443,139.37266540527344,23.59401130676269,-9.36115837097168,220.5287322998047,380.0034484863281,7.316236972808838,99.03028106689452,502.68939208984375,79.2448959350586,335.8862609863281,59.99316787719727,140.64845275878906,139.49070739746094,67.37667083740234,178.81980895996094,213.88706970214844,180.73175048828125,19.07041358947754,276.2751159667969,59.63164138793945,0.9385926127433776,16.49078369140625,102.81169128417967,195.9840240478516,354.74578857421875,136.0192413330078,0.956259787082672,42.8836555480957,-0.0005167941562831,80.50559997558594,19.6867618560791,384.737060546875,20.09171295166016,24.14920234680176,64.94519805908203,198.76284790039065,173.87046813964844,193.3174591064453,102.06500244140624,88.69322967529297,107.50342559814452,790.2525024414062,255.4345703125,1.1042875051498413,28.96239471435547,71.65534973144531,77.1772232055664,306.1139221191406
16,16,2023-01-01 02:40:00,130.0518035888672,3.5388083457946777,69.5925064086914,3.8478846549987793,109.75338745117188,234.41998291015625,215.81494140625,214.97491455078125,192.61004638671875,307,57.75404357910156,341.38140869140625,89.5287857055664,224.84426879882807,136.64755249023438,44.927467346191406,210.07620239257807,158.3245849609375,48.8880500793457,113.73136138916016,1.1029011011123655,1.10201096534729,1.103240132331848,139.5653839111328,23.53907966613769,-9.423354148864746,221.4016265869141,379.6328125,7.321159362792969,99.32616424560548,499.82806396484375,79.37894439697266,335.9907531738281,59.99565887451172,140.84378051757812,139.96292114257812,67.50587463378906,178.77919006347656,213.8717803955078,180.8484802246093,19.043331146240234,276.285888671875,59.644493103027344,0.9385184049606324,16.52229118347168,102.84020233154295,196.1360015869141,355.0152587890625,136.07745361328125,0.9561906456947328,42.6886100769043,-0.0005167084163986,80.12169647216797,19.65277671813965,384.8392639160156,20.15600776672364,24.315793991088867,65.25544738769531,199.64434814453125,173.6417236328125,193.4797515869141,102.0748062133789,89.04691314697266,107.49229431152344,790.07666015625,255.426010131836,1.1057568788528442,28.896404266357425,72.15373992919922,77.17093658447266,306.3475952148437
17,17,2023-01-01 02:50:00,130.0476531982422,3.541981935501098,69.56094360351562,3.8551197052001953,114.66429901123048,234.5155639648437,216.44723510742188,214.44827270507807,192.4738311767578,307,57.83297348022461,341.0575256347656,89.4710693359375,223.4551544189453,136.6168975830078,44.82046508789063,210.2740478515625,158.53085327148438,49.1195068359375,113.91970825195312,1.103991985321045,1.1026642322540283,1.1019043922424316,139.7637939453125,23.456069946289062,-9.45341682434082,219.16616821289065,380.2253723144531,7.308021545410156,99.75456237792967,501.538818359375,79.95469665527344,336.09521484375,59.982234954833984,141.0391082763672,140.24424743652344,68.12313842773438,177.91162109375,213.8235778808593,180.96522521972656,19.00985145568848,276.2048645019531,59.66303634643555,0.938444197177887,16.528894424438477,102.84020233154295,196.2724456787109,355.0718688964844,136.1356658935547,0.9562070965766908,42.82388305664063,-0.0005167084163986,80.2554702758789,19.53190803527832,384.77001953125,20.256542205810547,24.323877334594727,65.5656967163086,198.0196533203125,172.52476501464844,193.6553649902344,101.94342803955078,87.46458435058594,107.0519027709961,789.920166015625,255.4174346923828,1.1058578491210938,29.53497886657715,72.70304107666016,77.91091918945312,306.74859619140625
18,18,2023-01-01 03:00:00,130.13937377929688,3.5451881885528564,69.15079498291016,3.8623547554016113,108.32571411132812,234.5736083984375,217.0795440673828,213.921630859375,192.413314819336,307,57.911903381347656,341.3843688964844,89.4133529663086,223.82205200195312,136.5853271484375,44.69796371459961,210.4718780517578,158.5229949951172,49.50422668457031,114.1080551147461,1.1037453413009644,1.1025161743164062,1.100568771362305,139.94638061523438,23.32626724243164,-9.45341682434082,219.5997009277344,380.2207946777344,7.307563781738281,99.88155364990234,501.1301574707031,80.06166076660156,336.1532592773437,59.95179748535156,141.23443603515625,140.18580627441406,67.84819793701172,178.5836181640625,213.7753753662109,181.04849243164065,18.975095748901367,276.12384033203125,59.668418884277344,0.9383652806282043,16.51606559753418,102.85648345947266,196.3766326904297,355.2373962402344,136.05584716796875,0.9562235474586488,42.68082427978516,-0.0005167084163986,80.31856536865234,19.467164993286133,384.7007751464844,20.363887786865234,24.20186233520508,65.75614929199219,197.94000244140625,172.53663635253906,193.8198089599609,101.86892700195312,87.49514770507812,105.49961853027344,790.0015258789062,255.2594146728516,1.1059588193893433,29.4141902923584,72.92790985107422,78.10932922363281,307.1496276855469
19,19,2023-01-01 03:10:00,130.33779907226562,3.5483946800231934,68.69857788085938,3.867058992385864,108.32571411132812,234.63165283203125,216.7062225341797,213.39498901367188,192.93556213378903,307,57.91232299804688,341.1160888671875,89.34507751464844,223.5458526611328,136.5480194091797,44.64211654663086,210.53846740722656,158.4935302734375,50.03234100341797,114.09160614013672,1.1034986972808838,1.1023682355880735,1.099677562713623,139.95480346679688,23.24930953979492,-9.410956382751465,220.6640472412109,380.3326416015625,7.337908267974853,99.96772003173828,498.7721252441406,79.9341812133789,336.072021484375,59.9383544921875,140.79212951660156,140.9505157470703,68.03964233398438,178.08543395996094,213.86050415039065,181.06167602539065,19.00886344909668,276.1171875,59.66291809082031,0.9382748007774352,16.48565673828125,102.8957290649414,196.48081970214844,354.9386901855469,135.8668212890625,0.9560019969940186,42.6299057006836,-0.0005168046336621,80.33082580566406,19.48155403137207,384.6559143066406,20.53109741210937,23.89131164550781,65.70695495605469,198.4778289794922,172.87631225585938,193.7269744873047,102.0127944946289,88.67894744873047,105.3314208984375,790.0829467773438,255.05799865722656,1.1047757863998413,28.71887969970703,71.52257537841797,78.02667236328125,307.37255859375
20,20,2023-01-01 03:20:00,130.5362091064453,3.546550035476685,68.64981842041016,3.864173173904419,108.32571411132812,234.70339965820312,216.31407165527344,213.24685668945312,193.4578094482422,307,57.81997680664063,341.491455078125,89.21701049804688,224.52459716796875,136.37916564941406,44.60206604003906,210.3521881103516,158.46434020996094,49.96894836425781,113.95997619628906,1.103166580200195,1.1014631986618042,1.0987870693206787,139.9632110595703,23.25160789489746,-9.345638275146484,221.12535095214844,380.2555541992188,7.353124141693115,99.94080352783205,499.05609130859375,79.92169952392578,335.9907531738281,59.9383544921875,140.01898193359375,138.2936248779297,68.015380859375,175.8519287109375,213.9646759033203,181.0748748779297,19.053178787231445,276.1874389648437,59.56205749511719,0.938184380531311,16.473968505859375,102.8953628540039,196.41357421875,354.6093139648437,135.6778106689453,0.9557464122772216,42.66145706176758,-0.0005169700016267,80.80758666992188,19.494564056396484,384.6431579589844,20.65316200256348,23.37322235107422,65.65776824951172,197.16668701171875,171.99343872070312,193.63414001464844,102.07395935058594,88.53838348388672,104.6283187866211,790.1469116210938,254.9067230224609,1.1026111841201782,28.25336456298828,71.60462951660156,78.03173828125,307.21142578125
21,21,2023-01-01 03:30:00,130.5724334716797,3.5444767475128174,68.6232681274414,3.8612873554229736,108.32571411132812,234.78561401367188,215.92193603515625,213.18467712402344,193.9800567626953,307,57.727630615234375,340.6940002441406,89.08894348144531,223.3433380126953,136.21029663085938,44.673583984375,210.16590881347656,158.46856689453125,49.49945068359375,113.8283462524414,1.1022709608078003,1.0995339155197144,1.098166584968567,139.9584503173828,23.242645263671875,-9.307012557983398,219.6224822998047,379.6302490234375,7.347868919372559,99.9761734008789,500.7054138183594,79.96049499511719,335.9677124023437,59.961463928222656,139.24583435058594,138.17572021484375,67.56646728515625,179.73440551757812,214.06886291503903,181.08499145507807,19.04524803161621,276.2577209472656,59.52045440673828,0.9380486607551576,16.47199821472168,102.86236572265624,196.1143798828125,354.6299743652344,135.71551513671875,0.9554908275604248,42.95428085327149,-0.0005171353695914,81.6072006225586,19.50644302368164,384.6304321289063,20.03746032714844,22.6405086517334,65.57046508789062,195.94493103027344,170.8360595703125,193.5458068847656,101.97452545166016,88.14237213134766,104.28844451904295,790.1333618164062,255.16845703125,1.1004464626312256,28.64183807373047,70.28408813476562,78.07936096191406,307.0502624511719
22,22,2023-01-01 03:40:00,130.4919891357422,3.5424113273620605,68.74955749511719,3.8567984104156494,112.6033172607422,234.86782836914065,215.5760498046875,213.1224975585937,194.3059997558593,307,57.68611907958984,341.2607727050781,88.98579406738281,223.37380981445312,136.05844116210938,44.755252838134766,210.0572662353516,158.47279357910156,49.11944961547852,113.6549072265625,1.1013753414154053,1.097604513168335,1.0998085737228394,139.8949432373047,23.217361450195312,-9.276117324829102,223.4001922607422,380.5451049804688,7.351844787597656,101.5907974243164,498.6849670410156,81.61600494384766,336.0489807128906,59.99656677246094,138.47267150878906,138.32681274414062,67.49720764160156,178.7285614013672,214.0977325439453,181.0912170410156,19.030412673950195,276.2840576171875,59.86981964111328,0.9378425478935242,16.537336349487305,102.9028778076172,195.815170288086,353.97076416015625,135.84283447265625,0.9555513858795166,42.68842315673828,-0.000517300737556,81.73808288574219,19.53755187988281,384.6707458496094,19.52054023742676,23.07492446899414,65.41731262207031,196.4163360595703,171.0913848876953,193.5431671142578,101.98055267333984,87.9822769165039,104.75691986083984,790.1198120117188,255.43019104003903,1.0993505716323853,30.62130355834961,75.1854019165039,79.29867553710938,307.19219970703125
